string,dom_number,dom_x,dom_y,dom_z
75.0,20.0,-347.88,451.52,178.61
75.0,21.0,-347.88,451.52,161.59
75.0,22.0,-347.88,451.52,144.57
75.0,23.0,-347.88,451.52,127.55
89.0,56.0,89.29,-59.0748361,-319.785338
89.0,87.0,89.164966,-58.946959400000004,-412.9914731
93.0,110.0,14.29,-80.4876639,-481.785338
89.0,30.0,89.2382094,-58.873716,-241.9914731
92.0,95.0,18.3417906,-51.178784,-436.8685269
93.0,29.0,14.3417906,-80.438716,-238.8685269
90.0,51.0,57.341790599999996,-83.810034,-304.8685269
89.0,3.0,89.2382094,-59.123784,523.1314731
89.0,8.0,89.3660861,-58.99875,348.214662
27.0,55.0,124.97,-131.25,-425.47
86.0,53.0,-10.97,6.72,-451.36
87.0,23.0,27.081701,-31.2430406,-220.9914731
87.0,38.0,27.0327531,-31.19125,-265.785338
87.0,86.0,27.081701,-31.2430406,-409.9914731
88.0,4.0,62.6994191,-35.16375,497.925338
89.0,21.0,89.29,-58.9226639,-215.07466200000002
89.0,35.0,89.21391390000001,-58.99875,-256.785338
89.0,62.0,89.164966,-59.0505406,-337.9914731
90.0,21.0,57.341790599999996,-83.559966,-214.8685269
90.0,21.0,57.2382094,-83.559966,-214.8685269
90.0,27.0,57.2382094,-83.559966,-232.9914731
90.0,27.0,57.164966,-83.6332094,-232.9914731
90.0,35.0,57.415034,-83.6332094,-256.8685269
90.0,39.0,57.29,-83.7610861,-268.785338
90.0,89.0,57.415034,-83.7367906,-418.8685269
90.0,92.0,57.415034,-83.6332094,-427.8685269
91.0,27.0,47.341790599999996,-57.137534,-232.8685269
91.0,29.0,47.2382094,-57.137534,-238.8685269
91.0,30.0,47.29,-56.936413900000005,-241.785338
91.0,32.0,47.341790599999996,-57.137534,-247.8685269
91.0,33.0,47.2139139,-57.0125,-251.07466200000002
92.0,33.0,18.415034,-51.001959400000004,-250.9914731
92.0,78.0,18.415034,-51.1055406,-385.8685269
93.0,68.0,14.415033999999999,-80.6155406,-355.9914731
49.0,17.0,472.05,127.9,231.94
59.0,7.0,505.27,257.88,404.11
90.0,42.0,57.2139139,-83.685,-277.785338
93.0,27.0,14.238209399999999,-80.438716,-232.9914731
93.0,59.0,14.238209399999999,-80.438716,-328.8685269
5.0,20.0,237.78,-442.42,178.07
11.0,6.0,158.94,-345.23,414.73
11.0,13.0,158.94,-345.23,295.59
11.0,16.0,158.94,-345.23,244.52
11.0,17.0,158.94,-345.23,227.5
11.0,18.0,158.94,-345.23,210.48
11.0,26.0,158.94,-345.23,74.32
11.0,31.0,158.94,-345.23,-10.79
90.0,47.0,57.341790599999996,-83.559966,-292.9914731
90.0,54.0,57.29,-83.7610861,-313.785338
91.0,38.0,47.415034,-56.960709400000006,-265.9914731
48.0,6.0,330.03,127.2,415.76
48.0,8.0,330.03,127.2,381.72
88.0,47.0,62.498299,-35.1119594,-292.9914731
91.0,30.0,47.29,-56.936413900000005,-242.07466200000002
35.0,33.0,-77.8,-54.33,-41.96
79.0,52.0,31.25,-72.93,-446.48
80.0,44.0,72.37,-66.6,-391.11
83.0,50.0,113.19,-60.47,-434.43
87.0,26.0,26.831633,-31.2430406,-229.9914731
88.0,53.0,62.571542400000006,-35.288784,-310.9914731
88.0,109.0,62.623333,-35.16375,-478.683
89.0,41.0,89.29,-59.0748361,-275.074662
89.0,57.0,89.34179060000001,-59.123784,-322.8685269
89.0,62.0,89.21391390000001,-58.99875,-337.785338
89.0,75.0,89.415034,-59.0505406,-376.8685269
89.0,107.0,89.21391390000001,-58.99875,-472.785338
90.0,27.0,57.29,-83.7610861,-232.785338
90.0,27.0,57.2382094,-83.810034,-232.8685269
90.0,32.0,57.164966,-83.7367906,-247.8685269
90.0,32.0,57.164966,-83.6332094,-247.9914731
90.0,38.0,57.2382094,-83.559966,-265.8685269
90.0,38.0,57.2382094,-83.810034,-265.9914731
90.0,39.0,57.3660861,-83.685,-268.785338
90.0,39.0,57.2139139,-83.685,-268.785338
90.0,44.0,57.2382094,-83.810034,-283.8685269
90.0,44.0,57.341790599999996,-83.810034,-283.8685269
90.0,45.0,57.2382094,-83.559966,-286.8685269
90.0,56.0,57.2382094,-83.810034,-319.9914731
90.0,57.0,57.415034,-83.7367906,-322.8685269
90.0,65.0,57.415034,-83.6332094,-346.9914731
90.0,71.0,57.2382094,-83.559966,-364.8685269
90.0,80.0,57.164966,-83.7367906,-391.8685269
90.0,93.0,57.2139139,-83.685,-430.785338
91.0,57.0,47.415034,-57.0642906,-322.8685269
91.0,59.0,47.2382094,-57.137534,-328.9914731
91.0,92.0,47.2139139,-57.0125,-427.785338
92.0,23.0,18.3417906,-50.928716,-220.9914731
92.0,65.0,18.29,-51.1298361,-347.074662
93.0,27.0,14.415033999999999,-80.6155406,-232.8685269
93.0,35.0,14.366086099999999,-80.56375,-256.785338
93.0,62.0,14.366086099999999,-80.56375,-337.785338
93.0,68.0,14.238209399999999,-80.688784,-355.8685269
93.0,71.0,14.238209399999999,-80.688784,-364.9914731
93.0,95.0,14.29,-80.6398361,-436.785338
93.0,105.0,14.3417906,-80.688784,-466.9914731
93.0,50.0,14.415033999999999,-80.5119594,-301.9914731
43.0,25.0,-279.53,23.17,94.11
87.0,4.0,26.956667,-31.2673361,498.214662
87.0,5.0,27.081701,-31.2430406,423.1314731
91.0,42.0,47.2382094,-57.137534,-277.8685269
91.0,14.0,47.415034,-57.0642906,148.1314731
87.0,98.0,26.831633,-31.2430406,-445.8685269
87.0,102.0,26.956667,-31.2673361,-458.074662
89.0,110.0,89.34179060000001,-59.123784,-481.9914731
89.0,118.0,89.2382094,-59.123784,-526.9914730999999
90.0,89.0,57.341790599999996,-83.810034,-418.9914731
87.0,92.0,26.831633,-31.1394594,-427.8685269
89.0,77.0,89.29,-59.0748361,-383.074662
92.0,71.0,18.2382094,-51.178784,-364.9914731
2.0,7.0,-132.8,-501.45,397.95
2.0,15.0,-132.8,-501.45,261.78
87.0,56.0,26.831633,-31.1394594,-319.8685269
92.0,41.0,18.164966,-51.001959400000004,-274.9914731
89.0,23.0,89.29,-59.0748361,-220.785338
89.0,47.0,89.2382094,-59.123784,-292.9914731
91.0,21.0,47.415034,-56.960709400000006,-214.8685269
88.0,71.0,62.498299,-35.2155406,-364.8685269
89.0,105.0,89.2382094,-58.873716,-466.9914731
90.0,26.0,57.341790599999996,-83.810034,-229.8685269
93.0,102.0,14.238209399999999,-80.438716,-457.9914731
93.0,107.0,14.238209399999999,-80.688784,-472.9914731
87.0,75.0,27.0084576,-31.066216,-376.9914731
90.0,104.0,57.341790599999996,-83.810034,-463.8685269
91.0,101.0,47.29,-57.0885861,-455.074662
90.0,6.0,57.3660861,-83.685,398.214662
90.0,6.0,57.415034,-83.7367906,398.1314731
91.0,29.0,47.415034,-57.0642906,-238.9914731
19.0,9.0,210.47,-209.77,360.78
81.0,52.0,41.6,35.49,-445.25
87.0,104.0,27.081701,-31.1394594,-463.9914731
89.0,96.0,89.29,-58.99875,-439.683
92.0,95.0,18.29,-50.9776639,-436.785338
92.0,105.0,18.415034,-51.1055406,-466.8685269
91.0,63.0,47.341790599999996,-56.887466,-340.8685269
51.0,22.0,-481.6,101.39,144.62
51.0,25.0,-481.6,101.39,93.56
52.0,26.0,-358.44,120.56,72.55
23.0,51.0,-368.93,-210.23,-350.5
24.0,55.0,-245.65,-190.49,-417.26
32.0,50.0,-447.74,-113.13,-333.34
33.0,57.0,-324.39,-93.43,-453.03
42.0,49.0,-403.14,3.49,-315.19
43.0,52.0,-279.53,23.17,-365.45
43.0,53.0,-279.53,23.17,-382.47
43.0,54.0,-279.53,23.17,-399.49
51.0,47.0,-481.6,101.39,-280.9
60.0,52.0,-437.04,217.8,-366.59
60.0,54.0,-437.04,217.8,-400.63
91.0,6.0,47.2382094,-56.887466,398.1314731
91.0,83.0,47.29,-56.936413900000005,-401.074662
93.0,69.0,14.29,-80.4876639,-359.074662
35.0,9.0,-77.8,-54.33,366.54
90.0,65.0,57.2382094,-83.559966,-346.8685269
92.0,62.0,18.2382094,-51.178784,-337.8685269
54.0,49.0,-111.51,159.98,-316.46
54.0,51.0,-111.51,159.98,-350.5
87.0,39.0,26.831633,-31.2430406,-268.9914731
87.0,68.0,26.831633,-31.2430406,-355.9914731
91.0,4.0,47.29,-56.936413900000005,498.214662
91.0,10.0,47.29,-56.936413900000005,298.214662
92.0,44.0,18.415034,-51.1055406,-283.8685269
46.0,36.0,90.49,82.35,-94.06
56.0,31.0,132.03,202.98,-7.89
91.0,90.0,47.341790599999996,-56.887466,-421.9914731
64.0,54.0,54.26,292.97,-377.54
93.0,1.0,14.238209399999999,-80.438716,573.1314731
89.0,50.0,89.2382094,-58.873716,-301.8685269
87.0,53.0,26.880580899999998,-31.19125,-310.785338
87.0,57.0,27.081701,-31.1394594,-322.8685269
88.0,69.0,62.6751236,-35.288784,-358.8685269
92.0,65.0,18.415034,-51.1055406,-346.9914731
89.0,23.0,89.29,-58.9226639,-220.785338
89.0,118.0,89.164966,-58.946959400000004,-526.9914730999999
89.0,123.0,89.164966,-59.0505406,-651.9914730999999
87.0,78.0,27.0327531,-31.19125,-385.785338
90.0,53.0,57.415034,-83.7367906,-310.9914731
30.0,32.0,500.43,-58.45,-25.79
35.0,56.0,-77.8,-54.33,-433.44
36.0,56.0,46.29,-34.88,-435.17
37.0,54.0,194.34,-30.92,-398.01
37.0,55.0,194.34,-30.92,-415.03
39.0,26.0,411.81,13.0,76.22
80.0,47.0,72.37,-66.6,-412.14
83.0,56.0,113.19,-60.47,-476.48
83.0,60.0,113.19,-60.47,-505.41
84.0,60.0,57.2,-105.52,-504.3
87.0,38.0,27.0327531,-31.19125,-266.074662
87.0,65.0,26.956667,-31.2673361,-347.074662
87.0,77.0,27.0084576,-31.066216,-382.9914731
88.0,42.0,62.6994191,-35.16375,-278.074662
88.0,56.0,62.6751236,-35.288784,-319.9914731
88.0,57.0,62.748367,-35.1119594,-322.9914731
88.0,66.0,62.6751236,-35.038716,-349.9914731
88.0,77.0,62.571542400000006,-35.288784,-382.9914731
88.0,77.0,62.623333,-35.2398361,-383.074662
88.0,81.0,62.6994191,-35.16375,-395.074662
88.0,86.0,62.623333,-35.2398361,-409.785338
88.0,87.0,62.547246900000005,-35.16375,-412.785338
88.0,99.0,62.748367,-35.2155406,-448.8685269
88.0,101.0,62.623333,-35.0876639,-454.785338
88.0,104.0,62.748367,-35.2155406,-463.9914731
89.0,33.0,89.164966,-58.946959400000004,-250.9914731
89.0,47.0,89.29,-58.9226639,-292.785338
89.0,53.0,89.415034,-59.0505406,-310.8685269
89.0,56.0,89.415034,-58.946959400000004,-319.9914731
89.0,56.0,89.21391390000001,-58.99875,-320.074662
89.0,57.0,89.415034,-58.946959400000004,-322.9914731
89.0,59.0,89.415034,-59.0505406,-328.9914731
89.0,62.0,89.415034,-59.0505406,-337.8685269
89.0,62.0,89.415034,-59.0505406,-337.9914731
89.0,63.0,89.164966,-59.0505406,-340.9914731
89.0,65.0,89.29,-59.0748361,-346.785338
89.0,65.0,89.415034,-58.946959400000004,-346.9914731
89.0,66.0,89.415034,-59.0505406,-349.9914731
89.0,68.0,89.415034,-58.946959400000004,-355.9914731
89.0,68.0,89.415034,-59.0505406,-355.9914731
89.0,69.0,89.164966,-59.0505406,-358.8685269
89.0,74.0,89.29,-59.0748361,-373.785338
89.0,77.0,89.3660861,-58.99875,-382.785338
89.0,78.0,89.2382094,-58.873716,-385.9914731
89.0,81.0,89.3660861,-58.99875,-394.785338
89.0,87.0,89.21391390000001,-58.99875,-413.074662
89.0,90.0,89.34179060000001,-59.123784,-421.8685269
90.0,59.0,57.415034,-83.7367906,-328.9914731
90.0,62.0,57.2382094,-83.810034,-337.8685269
90.0,62.0,57.415034,-83.7367906,-337.9914731
90.0,63.0,57.341790599999996,-83.559966,-340.9914731
90.0,65.0,57.341790599999996,-83.559966,-346.9914731
90.0,66.0,57.29,-83.7610861,-350.074662
90.0,69.0,57.341790599999996,-83.559966,-358.9914731
90.0,75.0,57.3660861,-83.685,-376.785338
90.0,77.0,57.415034,-83.7367906,-382.9914731
90.0,77.0,57.3660861,-83.685,-383.074662
90.0,83.0,57.341790599999996,-83.559966,-400.8685269
90.0,89.0,57.415034,-83.6332094,-418.8685269
90.0,98.0,57.341790599999996,-83.810034,-445.9914731
91.0,50.0,47.415034,-57.0642906,-301.9914731
91.0,57.0,47.29,-56.936413900000005,-322.785338
91.0,62.0,47.2382094,-57.137534,-337.8685269
91.0,66.0,47.341790599999996,-56.887466,-349.9914731
91.0,77.0,47.29,-56.936413900000005,-383.074662
91.0,78.0,47.29,-57.0885861,-386.074662
91.0,81.0,47.341790599999996,-57.137534,-394.8685269
91.0,83.0,47.29,-56.936413900000005,-400.785338
91.0,87.0,47.341790599999996,-56.887466,-412.8685269
91.0,90.0,47.2382094,-57.137534,-421.8685269
91.0,110.0,47.29,-57.0885861,-481.785338
92.0,41.0,18.213913899999998,-51.05375,-275.074662
92.0,42.0,18.415034,-51.001959400000004,-277.9914731
92.0,54.0,18.3417906,-50.928716,-313.8685269
92.0,57.0,18.29,-51.1298361,-322.785338
92.0,57.0,18.2382094,-50.928716,-322.9914731
92.0,59.0,18.3417906,-51.178784,-328.9914731
92.0,66.0,18.3417906,-50.928716,-349.9914731
92.0,71.0,18.415034,-51.1055406,-364.9914731
92.0,75.0,18.415034,-51.001959400000004,-376.9914731
92.0,83.0,18.3417906,-51.178784,-400.8685269
92.0,83.0,18.3660861,-51.05375,-401.074662
92.0,86.0,18.415034,-51.1055406,-409.8685269
92.0,93.0,18.213913899999998,-51.05375,-430.785338
92.0,93.0,18.29,-51.1298361,-430.785338
93.0,44.0,14.366086099999999,-80.56375,-284.074662
93.0,53.0,14.238209399999999,-80.438716,-310.9914731
93.0,69.0,14.29,-80.6398361,-358.785338
93.0,89.0,14.415033999999999,-80.6155406,-418.8685269
90.0,74.0,57.415034,-83.6332094,-373.8685269
90.0,89.0,57.341790599999996,-83.559966,-418.8685269
24.0,12.0,-245.65,-190.49,314.26
92.0,102.0,18.2382094,-50.928716,-457.9914731
4.0,54.0,114.39,-461.99,-403.44
11.0,50.0,158.94,-345.23,-334.18
88.0,86.0,62.571542400000006,-35.288784,-409.9914731
88.0,90.0,62.571542400000006,-35.038716,-421.9914731
91.0,1.0,47.415034,-57.0642906,573.1314731
91.0,1.0,47.415034,-57.0642906,573.0085269000001
91.0,102.0,47.2139139,-57.0125,-458.074662
92.0,26.0,18.164966,-51.001959400000004,-229.9914731
87.0,50.0,27.0084576,-31.066216,-301.9914731
92.0,83.0,18.213913899999998,-51.05375,-401.074662
87.0,86.0,27.0327531,-31.19125,-409.785338
89.0,71.0,89.164966,-58.946959400000004,-364.8685269
88.0,71.0,62.547246900000005,-35.16375,-364.785338
89.0,56.0,89.3660861,-58.99875,-319.785338
92.0,86.0,18.164966,-51.1055406,-409.9914731
92.0,92.0,18.2382094,-51.178784,-427.9914731
1.0,49.0,-256.14,-521.08,-320.97
7.0,48.0,-334.8,-424.5,-299.38
8.0,50.0,-211.35,-404.48,-335.39
8.0,51.0,-211.35,-404.48,-352.41
91.0,102.0,47.2382094,-57.137534,-457.9914731
93.0,5.0,14.366086099999999,-80.56375,422.925338
93.0,5.0,14.29,-80.6398361,422.925338
88.0,90.0,62.547246900000005,-35.16375,-422.074662
89.0,98.0,89.2382094,-58.873716,-445.8685269
92.0,21.0,18.2382094,-50.928716,-214.9914731
93.0,102.0,14.2139139,-80.56375,-458.074662
88.0,83.0,62.498299,-35.1119594,-400.8685269
91.0,45.0,47.164966,-57.0642906,-286.8685269
87.0,102.0,26.956667,-31.1151639,-458.074662
93.0,65.0,14.2139139,-80.56375,-347.074662
87.0,104.0,26.831633,-31.1394594,-463.8685269
92.0,81.0,18.29,-50.9776639,-395.074662
88.0,63.0,62.498299,-35.1119594,-340.9914731
93.0,110.0,14.2139139,-80.56375,-482.074662
93.0,53.0,14.164966,-80.6155406,-310.9914731
93.0,81.0,14.415033999999999,-80.5119594,-394.8685269
93.0,87.0,14.415033999999999,-80.6155406,-412.9914731
20.0,32.0,326.85,-209.07,-29.22
27.0,33.0,124.97,-131.25,-51.01
47.0,58.0,195.03,125.59,-468.35
87.0,110.0,27.0327531,-31.19125,-481.785338
89.0,51.0,89.29,-59.0748361,-304.785338
17.0,11.0,-43.27,-267.52,329.92
87.0,69.0,27.0327531,-31.19125,-359.074662
48.0,33.0,330.03,127.2,-43.8
48.0,34.0,330.03,127.2,-60.82
68.0,6.0,-392.38,334.24,417.69
69.0,6.0,-268.9,354.24,416.43
87.0,33.0,26.956667,-31.2673361,-250.785338
88.0,98.0,62.547246900000005,-35.16375,-445.785338
92.0,80.0,18.3660861,-51.05375,-392.074662
90.0,39.0,57.164966,-83.6332094,-268.8685269
90.0,56.0,57.415034,-83.6332094,-319.8685269
92.0,57.0,18.29,-50.9776639,-322.785338
70.0,22.0,-145.45,374.24,144.65
77.0,24.0,-101.06,490.22,110.01
92.0,2.0,18.2382094,-51.178784,548.1314731
92.0,4.0,18.164966,-51.001959400000004,498.0085269
90.0,74.0,57.415034,-83.7367906,-373.9914731
87.0,12.0,27.0084576,-31.066216,248.1314731
88.0,8.0,62.623333,-35.2398361,348.214662
88.0,8.0,62.571542400000006,-35.288784,348.0085269
89.0,8.0,89.2382094,-58.873716,348.0085269
89.0,8.0,89.3660861,-58.99875,347.925338
90.0,6.0,57.2382094,-83.559966,398.0085269
91.0,10.0,47.164966,-56.960709400000006,298.0085269
92.0,10.0,18.3417906,-51.178784,298.1314731
93.0,12.0,14.366086099999999,-80.56375,248.214662
87.0,32.0,27.0084576,-31.316284,-247.9914731
93.0,27.0,14.164966,-80.6155406,-232.9914731
92.0,57.0,18.3417906,-50.928716,-322.8685269
87.0,33.0,27.0084576,-31.066216,-250.9914731
88.0,51.0,62.547246900000005,-35.16375,-304.785338
89.0,32.0,89.3660861,-58.99875,-247.785338
90.0,92.0,57.3660861,-83.685,-427.785338
66.0,8.0,303.41,335.64,393.81
91.0,32.0,47.415034,-56.960709400000006,-247.8685269
21.0,28.0,443.96,-194.38,57.11
27.0,34.0,124.97,-131.25,-68.03
33.0,46.0,-324.39,-93.43,-265.8
33.0,53.0,-324.39,-93.43,-384.94
90.0,53.0,57.2139139,-83.685,-311.074662
93.0,53.0,14.415033999999999,-80.5119594,-310.9914731
88.0,105.0,62.498299,-35.1119594,-466.8685269
88.0,110.0,62.6751236,-35.038716,-481.8685269
89.0,102.0,89.415034,-58.946959400000004,-457.8685269
91.0,71.0,47.2382094,-57.137534,-364.9914731
91.0,107.0,47.415034,-57.0642906,-472.8685269
90.0,6.0,57.29,-83.7610861,397.925338
87.0,42.0,27.081701,-31.2430406,-277.8685269
93.0,65.0,14.415033999999999,-80.5119594,-346.8685269
89.0,89.0,89.415034,-58.946959400000004,-418.8685269
91.0,99.0,47.415034,-56.960709400000006,-448.9914731
93.0,110.0,14.238209399999999,-80.438716,-481.9914731
87.0,26.0,27.0084576,-31.066216,-229.8685269
88.0,102.0,62.547246900000005,-35.16375,-458.074662
90.0,44.0,57.3660861,-83.685,-284.074662
90.0,75.0,57.2382094,-83.559966,-376.8685269
91.0,107.0,47.164966,-57.0642906,-472.9914731
92.0,32.0,18.29,-51.1298361,-247.785338
92.0,51.0,18.2382094,-50.928716,-304.8685269
92.0,66.0,18.164966,-51.1055406,-349.8685269
20.0,33.0,326.85,-209.07,-46.24
87.0,10.0,27.0084576,-31.316284,298.0085269
88.0,68.0,62.498299,-35.1119594,-355.8685269
88.0,114.0,62.748367,-35.2155406,-502.9914731
62.0,22.0,-189.98,257.42,143.92
87.0,29.0,26.831633,-31.1394594,-238.8685269
90.0,92.0,57.341790599999996,-83.559966,-427.8685269
91.0,39.0,47.2382094,-56.887466,-268.9914731
93.0,71.0,14.29,-80.6398361,-364.785338
87.0,30.0,26.956667,-31.1151639,-242.07466200000002
89.0,51.0,89.3660861,-58.99875,-304.785338
88.0,5.0,62.6994191,-35.16375,422.925338
89.0,14.0,89.164966,-59.0505406,148.0085269
91.0,71.0,47.2382094,-56.887466,-364.9914731
88.0,33.0,62.6751236,-35.038716,-250.9914731
91.0,92.0,47.415034,-57.0642906,-427.9914731
88.0,54.0,62.571542400000006,-35.038716,-313.9914731
71.0,15.0,-21.97,393.24,261.52
71.0,16.0,-21.97,393.24,244.5
71.0,19.0,-21.97,393.24,193.44
71.0,21.0,-21.97,393.24,159.4
71.0,23.0,-21.97,393.24,125.36
88.0,38.0,62.571542400000006,-35.038716,-265.8685269
4.0,49.0,114.39,-461.99,-318.33
5.0,41.0,237.78,-442.42,-179.37
5.0,42.0,237.78,-442.42,-196.39
5.0,43.0,237.78,-442.42,-213.41
5.0,44.0,237.78,-442.42,-230.43
6.0,28.0,361.0,-422.83,39.95
6.0,33.0,361.0,-422.83,-45.15
10.0,54.0,35.54,-364.83,-404.39
11.0,54.0,158.94,-345.23,-402.27
88.0,32.0,62.623333,-35.2398361,-248.07466200000002
18.0,1.0,79.41,-248.24,498.9
25.0,28.0,-121.77,-171.03,42.71
91.0,92.0,47.341790599999996,-56.887466,-427.9914731
91.0,53.0,47.341790599999996,-56.887466,-310.9914731
90.0,44.0,57.29,-83.6089139,-284.074662
86.0,51.0,-10.97,6.72,-437.34
92.0,101.0,18.164966,-51.1055406,-454.8685269
30.0,51.0,500.43,-58.45,-349.18
30.0,52.0,500.43,-58.45,-366.2
60.0,20.0,-437.04,217.8,178.07
88.0,93.0,62.748367,-35.1119594,-430.9914731
92.0,66.0,18.415034,-51.1055406,-349.9914731
93.0,32.0,14.415033999999999,-80.6155406,-247.9914731
87.0,23.0,26.9048764,-31.066216,-220.9914731
87.0,26.0,27.0327531,-31.19125,-230.07466200000002
87.0,27.0,27.0327531,-31.19125,-233.07466200000002
87.0,32.0,27.0327531,-31.19125,-247.785338
87.0,35.0,27.081701,-31.1394594,-256.8685269
87.0,47.0,26.956667,-31.2673361,-292.785338
87.0,50.0,26.956667,-31.1151639,-301.785338
88.0,47.0,62.6751236,-35.288784,-292.8685269
89.0,23.0,89.29,-58.9226639,-221.07466200000002
89.0,47.0,89.2382094,-58.873716,-292.9914731
91.0,6.0,47.3660861,-57.0125,398.214662
91.0,26.0,47.2139139,-57.0125,-229.785338
91.0,26.0,47.2382094,-56.887466,-229.9914731
91.0,33.0,47.2382094,-56.887466,-250.8685269
91.0,44.0,47.164966,-56.960709400000006,-283.8685269
91.0,53.0,47.164966,-56.960709400000006,-310.8685269
93.0,56.0,14.3417906,-80.438716,-319.9914731
87.0,78.0,27.081701,-31.1394594,-385.9914731
91.0,77.0,47.2139139,-57.0125,-382.785338
8.0,39.0,-211.35,-404.48,-148.16
88.0,5.0,62.498299,-35.2155406,423.0085269
88.0,10.0,62.748367,-35.2155406,298.1314731
88.0,45.0,62.6994191,-35.16375,-287.074662
30.0,11.0,500.43,-58.45,331.65
30.0,17.0,500.43,-58.45,229.52
38.0,26.0,292.9,5.2,65.89
18.0,3.0,79.41,-248.24,464.86
89.0,83.0,89.2382094,-59.123784,-400.9914731
93.0,23.0,14.415033999999999,-80.5119594,-220.8685269
2.0,51.0,-132.8,-501.45,-350.96
2.0,52.0,-132.8,-501.45,-367.98
9.0,48.0,-88.05,-384.3,-299.96
10.0,37.0,35.54,-364.83,-115.03
10.0,38.0,35.54,-364.83,-132.05
88.0,101.0,62.6751236,-35.288784,-454.8685269
88.0,102.0,62.623333,-35.0876639,-458.074662
89.0,99.0,89.164966,-58.946959400000004,-448.8685269
89.0,102.0,89.2382094,-58.873716,-457.8685269
91.0,6.0,47.341790599999996,-57.137534,398.1314731
91.0,12.0,47.2382094,-56.887466,248.1314731
88.0,110.0,62.6994191,-35.16375,-481.785338
89.0,69.0,89.3660861,-58.99875,-359.074662
92.0,92.0,18.415034,-51.1055406,-427.8685269
93.0,80.0,14.3417906,-80.688784,-391.9914731
46.0,6.0,90.49,82.35,416.56
87.0,92.0,26.831633,-31.2430406,-427.9914731
88.0,65.0,62.748367,-35.2155406,-346.8685269
89.0,83.0,89.164966,-58.946959400000004,-400.8685269
91.0,78.0,47.164966,-57.0642906,-385.9914731
93.0,86.0,14.3417906,-80.438716,-409.8685269
88.0,102.0,62.6751236,-35.288784,-457.8685269
89.0,81.0,89.415034,-59.0505406,-394.8685269
89.0,93.0,89.21391390000001,-58.99875,-430.785338
16.0,39.0,-166.4,-287.79,-149.13
87.0,95.0,26.9048764,-31.316284,-436.9914731
91.0,41.0,47.415034,-56.960709400000006,-274.9914731
9.0,1.0,-88.05,-384.3,500.02
10.0,6.0,35.54,-364.83,412.61
87.0,81.0,26.880580899999998,-31.19125,-395.074662
89.0,77.0,89.34179060000001,-59.123784,-382.8685269
89.0,83.0,89.164966,-58.946959400000004,-400.9914731
90.0,56.0,57.415034,-83.7367906,-319.8685269
90.0,62.0,57.2139139,-83.685,-337.785338
90.0,75.0,57.29,-83.6089139,-377.074662
91.0,83.0,47.2382094,-56.887466,-400.9914731
90.0,101.0,57.164966,-83.7367906,-454.9914731
90.0,32.0,57.341790599999996,-83.810034,-247.9914731
93.0,50.0,14.164966,-80.5119594,-301.9914731
93.0,54.0,14.29,-80.6398361,-313.785338
93.0,62.0,14.164966,-80.6155406,-337.8685269
87.0,80.0,26.831633,-31.2430406,-391.9914731
92.0,77.0,18.164966,-51.1055406,-382.8685269
90.0,6.0,57.164966,-83.6332094,398.0085269
90.0,42.0,57.341790599999996,-83.810034,-277.8685269
90.0,105.0,57.164966,-83.7367906,-466.8685269
6.0,43.0,361.0,-422.83,-215.36
6.0,49.0,361.0,-422.83,-317.48
6.0,50.0,361.0,-422.83,-334.5
13.0,39.0,405.83,-306.38,-151.65
13.0,42.0,405.83,-306.38,-202.72
13.0,43.0,405.83,-306.38,-219.74
13.0,50.0,405.83,-306.38,-338.88
13.0,51.0,405.83,-306.38,-355.9
21.0,46.0,443.5,-194.18,-249.26
93.0,104.0,14.415033999999999,-80.5119594,-463.9914731
41.0,1.0,-526.63,-15.6,502.67
87.0,45.0,26.880580899999998,-31.19125,-286.785338
89.0,50.0,89.29,-59.0748361,-301.785338
91.0,35.0,47.341790599999996,-57.137534,-256.9914731
93.0,65.0,14.164966,-80.6155406,-346.9914731
88.0,21.0,62.623333,-35.2398361,-214.785338
92.0,56.0,18.164966,-51.001959400000004,-319.9914731
91.0,98.0,47.164966,-56.960709400000006,-445.8685269
87.0,57.0,27.0084576,-31.066216,-322.9914731
89.0,26.0,89.29,-59.0748361,-229.785338
90.0,45.0,57.3660861,-83.685,-286.785338
91.0,99.0,47.341790599999996,-56.887466,-448.9914731
93.0,54.0,14.164966,-80.6155406,-313.9914731
93.0,57.0,14.415033999999999,-80.5119594,-322.9914731
93.0,99.0,14.2139139,-80.56375,-449.074662
87.0,101.0,26.956667,-31.1151639,-455.074662
91.0,107.0,47.3660861,-57.0125,-472.785338
93.0,6.0,14.164966,-80.5119594,398.1314731
87.0,20.0,26.9048764,-31.066216,-101.99147310000001
88.0,44.0,62.498299,-35.1119594,-283.8685269
88.0,105.0,62.623333,-35.0876639,-467.074662
14.0,22.0,-413.46,-327.27,142.16
15.0,25.0,-290.66,-307.38,95.65
83.0,48.0,113.19,-60.47,-420.42
87.0,45.0,26.956667,-31.2673361,-287.074662
87.0,66.0,26.880580899999998,-31.19125,-350.074662
91.0,50.0,47.415034,-56.960709400000006,-301.8685269
91.0,56.0,47.2139139,-57.0125,-320.074662
91.0,66.0,47.3660861,-57.0125,-349.785338
92.0,2.0,18.29,-50.9776639,548.2146620000001
92.0,92.0,18.213913899999998,-51.05375,-427.785338
87.0,105.0,27.0084576,-31.316284,-466.8685269
87.0,107.0,26.956667,-31.2673361,-473.074662
89.0,101.0,89.3660861,-58.99875,-454.785338
